,lat,long
0,42.30780056071379,-71.04564617417194
1,42.30777566049439,-71.04566447010038
2,42.30771786133946,-71.04569002240713
3,42.30769731375747,-71.04569867476381
4,42.30767703929165,-71.04570695400537
5,42.30762444833593,-71.04573135905466
6,42.3075880271531,-71.04575084615496
7,42.30755243240558,-71.04577032366491
8,42.30753189189957,-71.04578008451743
9,42.3075053198576,-71.04579247333433
10,42.30747847280227,-71.04580338922233
11,42.30744916909521,-71.04581801844154
12,42.30742260671652,-71.04583262555666
13,42.30739605052244,-71.04584834242101
14,42.30735688886874,-71.04586784661477
15,42.3073204442897,-71.04588141961614
16,42.30728482198502,-71.04589461313078
17,42.30725798424639,-71.04590811719889
18,42.30723581249598,-71.04592269152964
19,42.30722156391194,-71.04592759922683
20,42.30720731263158,-71.04593250815402
21,42.30717963393413,-71.04594120907845
22,42.30711662032189,-71.04596680071155
23,42.30709169924695,-71.04598028733
24,42.30703664934899,-71.0460069315832
25,42.30700979698126,-71.04601673632543
26,42.30698678775906,-71.04602761966271
27,42.30697254940443,-71.04603511798608
28,42.30695830507216,-71.04604224277755
29,42.30694597677561,-71.04604713787072
30,42.30693063388394,-71.04605353066792
31,42.30692268782313,-71.04605580966101
32,42.30691473960333,-71.04605845374996
33,42.3069092628676,-71.04606182119603
34,42.30689694387972,-71.04606930088981
35,42.30688435998462,-71.04607900449939
36,42.3068668631085,-71.04609576476186
37,42.30686057734401,-71.04610172631433
38,42.30684798197349,-71.04610920918884
39,42.30682936171961,-71.04611895484373
40,42.3067814265798,-71.04614073875243
41,42.30674142967121,-71.04615803382576
42,42.30672882238764,-71.04616181744665
43,42.30671100185061,-71.04616638436201
44,42.30669235823517,-71.04617021609943
45,42.30667728408582,-71.0461751296163
46,42.30666303020143,-71.04617892624542
47,42.30664712972644,-71.04618273831393
48,42.30663890108497,-71.04618390708775
49,42.30663095229632,-71.04618618000912
50,42.3066175324047,-71.04619256380886
51,42.30659975474376,-71.04620821618992
52,42.30658825456471,-71.04621421265348
53,42.30656606471119,-71.0462239850342
54,42.30654386790223,-71.04623154030192
55,42.30653043631224,-71.04623496229965
56,42.30650192237011,-71.04624144940438
57,42.30647340697633,-71.04624756900955
58,42.3064503823658,-71.04625364925862
59,42.30643530820736,-71.04625856152396
60,42.30642105601507,-71.04626347153504
61,42.30639775243731,-71.04626844398419
62,42.30636483854101,-71.04627237793851
63,42.30634179135374,-71.04627365289015
64,42.30630886723254,-71.04627499740914
65,42.30627676428715,-71.04627522746867
66,42.30623314262535,-71.04627812836091
67,42.30618953680455,-71.04628435727668
68,42.30616458133289,-71.0462882305404
69,42.30602828147975,-71.04630953993302
70,42.3060068852675,-71.04631191038963
71,42.30598549142545,-71.04631465318043
72,42.30595176780241,-71.04632191859008
73,42.30593203605559,-71.04632834509393
74,42.30591175019834,-71.04633329585776
75,42.30588680349095,-71.04633938979396
76,42.30586075664561,-71.046345491608
77,42.30581553249588,-71.0463591244924
78,42.30577003230434,-71.04637239062211
79,42.30575221588783,-71.04637732002789
80,42.30573549075021,-71.04638113790004
81,42.30568479399959,-71.04639850555361
82,42.3056634220525,-71.04640679580862
83,42.30564287618924,-71.04641544278769
84,42.3056258852076,-71.0464214772457
85,42.30560916714936,-71.04642640482233
86,42.30548365840354,-71.0464705571675
87,42.30545160437218,-71.046484094332
88,42.30541954901029,-71.04649615422323
89,42.30539461071044,-71.04650483745256
90,42.30537049706288,-71.04651351476855
91,42.30533323917057,-71.04652930505893
92,42.30530475641005,-71.04654392756616
93,42.30527545438171,-71.04655855228901
94,42.30524065887968,-71.04657321997827
95,42.30522284774617,-71.04657926265469
96,42.30520421510167,-71.04658679211346
97,42.30519190079979,-71.04659501252745
98,42.30516426163819,-71.04661443306894
99,42.3051385445727,-71.046633842256
100,42.30512430254801,-71.04664133418581
101,42.30511088643648,-71.04664845512801
102,42.30509857089815,-71.04665704787426
103,42.30508160559713,-71.04666936706253
104,42.30506464064558,-71.04668131874584
105,42.30504602110826,-71.04669217250418
106,42.30503260645741,-71.04669966455063
107,42.30502029527363,-71.04670936215778
108,42.30500880695112,-71.04671905629591
109,42.3049901997661,-71.04673212947233
110,42.30497843865788,-71.0467418255545
111,42.30496421996171,-71.04675523358512
112,42.30495110141597,-71.04676863737298
113,42.30492265832808,-71.04679287006391
114,42.30489338655154,-71.04681563019473
115,42.30487997356322,-71.04682423073382
116,42.30485506034409,-71.0468388238168
117,42.30484165263059,-71.04684853406903
118,42.30482741676787,-71.04685713563195
119,42.30481510120841,-71.04686572708634
120,42.30480086569574,-71.0468739611449
121,42.30478855013499,-71.04688255259241
122,42.30476529629922,-71.04690083295507
123,42.30474232412599,-71.04692022226082
124,42.30472182306323,-71.04694069877762
125,42.30470486828647,-71.0469552384711
126,42.30467751059997,-71.0469768774206
127,42.30466218603549,-71.04698770502465
128,42.30459570929094,-71.04703993776673
129,42.30458067130727,-71.04705335151009
130,42.30456917949025,-71.04706193821276
131,42.30456370630922,-71.04706530178309
132,42.30449529197252,-71.04711385267687
133,42.30443401846038,-71.04716345729629
